17	56	3
17	57	3
17	58	2
17	64	1
17	65	1
17	66	2
17	71	2
17	73	2
17	74	2
17	79	2
17	81	1
17	82	1
17	86	1
17	87	1
18	14	1
18	16	3
18	17	2
18	19	2
18	20	1
18	21	1
18	48	2
18	53	2
18	54	2
18	57	1
18	58	2
18	64	2
18	65	2
18	66	2
18	79	2
18	82	1
18	86	1
19	11	1
19	12	1
19	16	3
19	17	3
19	18	1
19	20	2
19	21	2
19	22	1
19	45	2
19	46	2
19	47	2
19	53	3
19	54	2
19	55	2
19	57	2
19	58	2
19	65	2
19	66	1
19	82	1
20	16	2
20	17	2
20	18	1
20	19	2
20	21	2
20	22	2
20	45	1
20	48	1
20	53	2
20	54	2
20	55	2
20	57	2
20	58	2
20	65	2
20	66	1
20	82	1
21	9	1
21	10	1
21	11	2
21	12	2
21	13	1
21	14	1
21	15	2
21	16	1
21	17	1
21	19	2
21	20	2
21	32	2
21	40	1
21	41	1
21	42	2
21	43	2
21	44	1
21	45	2
21	47	2
21	48	1
21	53	1
21	54	2
21	55	2
21	57	2
21	58	3
21	64	1
21	65	2
21	66	2
21	69	1
21	70	1
21	71	2
21	81	1
21	83	1
21	84	1
22	17	2
22	21	2
22	40	1
22	41	1
22	42	2
22	43	2
22	47	1
22	48	3
22	54	2
22	55	2
22	56	1
22	57	3
22	58	2
22	66	2
22	71	1
22	79	1
23	14	1
23	24	3
23	25	3
23	26	3
23	27	3
23	29	3
23	30	2
23	31	2
23	33	3
23	34	3
23	37	2
23	38	1
23	64	1
23	74	2
23	75	3
23	76	3
23	77	2
23	82	1
23	83	1
23	84	1
23	86	1
24	14	1
24	23	3
24	25	3
24	26	3
24	27	3
24	29	2
24	30	2
24	31	2
24	33	2
24	34	3
24	35	1
24	36	1
24	37	1
24	38	1
24	64	1
24	74	2
24	75	3
24	76	3
24	77	2
24	81	1
24	82	1
24	83	1
24	84	1
24	86	1
25	23	3
25	24	3
25	26	3
25	27	3
25	29	2
25	30	1
25	31	2
25	32	1
25	33	3
25	34	1
25	35	2
25	37	2
25	38	1
25	64	1
25	75	3
25	76	3
25	77	2
25	79	2
25	82	1
25	83	1
25	84	1
25	86	1
26	23	3
26	24	3
26	25	3
26	27	3
26	29	2
26	30	1
26	31	2
26	32	1
26	33	2
26	34	2
26	36	2
26	37	1
26	38	2
26	42	1
26	43	1
26	58	1
26	64	1
26	65	1
26	74	2
26	75	3
26	76	3
26	77	2
26	82	1
26	83	1
26	84	1
26	86	1
27	14	2
27	23	3
27	24	3
27	25	3
27	26	3
27	28	1
27	29	3
27	30	3
27	31	2
27	32	1
27	33	2
27	34	1
27	35	2
27	37	3
27	42	1
27	43	1
27	47	1
27	48	1
27	58	2
27	64	1
27	65	2
27	70	1
27	71	1
27	73	1
27	74	1
27	75	3
27	76	3
27	77	1
27	79	1
27	81	1
27	82	1
27	83	1
27	84	1
27	85	1
27	86	1
28	14	2
28	24	1
28	29	1
28	30	1
28	31	2
28	32	2
28	33	2
28	34	2
28	35	2
28	37	2
28	38	1
28	41	1
28	42	2
28	43	2
28	44	1
28	45	1
28	47	1
28	48	2
28	58	2
28	64	3
28	65	2
28	66	2
28	67	3
28	70	1
28	71	1
28	73	1
28	74	1
28	75	1
28	76	1
28	77	2
28	79	2
28	81	1
28	82	1
28	83	1
28	84	1
28	86	1
29	14	1
29	23	2
29	24	2
29	25	2
29	26	2
29	27	2
29	30	2
29	31	2
29	32	2
29	33	3
29	34	3
29	35	3
29	36	2
29	37	2
29	38	2
29	44	1
29	45	1
29	74	1
29	75	1
29	76	1
29	77	3
29	79	3
29	82	2
29	83	1
29	84	1
29	85	1
29	86	1
29	87	1
30	14	1
30	23	2
30	24	2
30	25	2
30	26	2
30	27	2
30	29	2
30	31	2
30	33	2
30	34	1
30	35	2
30	36	1
30	37	1
30	38	1
30	44	1
30	45	1
30	47	1
30	48	1
30	51	1
30	65	2
30	68	1
30	74	2
30	75	1
30	76	1
30	77	3
30	79	3
30	82	1
30	83	1
30	84	1
30	85	1
30	86	1
30	87	1
31	11	1
31	12	1
31	13	2
31	14	2
31	21	1
31	23	1
31	24	1
31	27	1
31	28	2
31	32	3
31	34	2
31	35	1
31	36	2
31	37	1
31	38	1
31	39	1
31	40	2
31	41	2
31	44	2
31	45	2
31	66	1
31	71	2
31	77	2
31	78	2
31	79	2
31	80	1
31	81	2
31	82	2
31	83	1
31	84	1
31	85	1
31	86	1
31	87	1
32	13	3
32	14	1
32	21	1
32	28	2
32	29	1
32	31	3
32	33	1
32	34	1
32	35	1
32	36	2
32	38	2
32	39	1
32	40	2
32	41	2
32	42	2
32	43	2
32	44	2
32	45	3
32	47	1
32	48	1
32	51	1
32	68	1
32	71	2
32	77	3
32	79	3
32	80	1
32	81	2
32	82	2
32	83	2
32	84	2
32	85	1
32	86	1
32	87	1
32	91	1
32	92	1
32	93	1
32	94	1
33	13	1
33	14	1
33	27	1
33	28	2
33	29	2
33	30	2
33	32	1
33	34	1
33	35	3
33	37	2
33	38	2
33	42	1
33	44	1
33	45	1
33	64	3
33	65	2
33	68	1
33	73	1
33	74	1
33	75	2
33	77	3
33	79	1
33	82	1
33	83	1
33	84	1
33	85	1
34	2	1
34	11	1
34	12	1
34	13	2
34	14	1
34	27	1
34	28	2
34	29	2
34	30	1
34	31	2
34	32	1
34	33	2
34	35	1
34	36	2
34	38	2
34	41	1
34	42	1
34	44	1
34	45	1
34	58	1
34	64	3
34	66	1
34	68	1
34	73	1
34	74	2
34	76	1
34	77	3
34	79	1
34	82	1
34	83	1
34	84	1
34	86	1
35	2	1
35	13	2
35	14	1
35	27	2
35	28	2
35	29	2
35	30	2
35	31	1
35	32	1
35	33	3
35	34	2
35	36	2
35	37	2
35	38	2
35	42	1
35	44	1
35	45	1
35	64	2
35	69	2
35	71	1
35	72	1
35	73	2
35	74	3
35	77	2
35	80	1
35	83	1
35	84	1
35	85	1
36	2	1
36	13	2
36	29	2
36	30	1
36	31	2
36	32	2
36	34	3
36	35	2
36	37	1
36	38	2
36	41	1
36	42	1
36	44	1
36	45	1
36	64	2
36	68	2
36	69	2
36	71	1
36	72	2
36	73	2
36	74	2
36	77	2
36	82	1
36	83	1
36	84	1
36	85	1
36	86	1
37	13	1
37	14	1
37	24	1
37	27	2
37	28	2
37	29	2
37	30	1
37	31	1
37	33	2
37	34	2
37	35	2
37	36	1
37	38	1
37	42	1
37	45	1
37	64	1
37	65	2
37	66	1
37	72	2
37	75	2
37	76	2
37	84	1
38	13	2
38	14	1
38	24	1
38	28	1
38	29	2
38	30	1
38	31	1
38	32	2
38	33	3
38	34	3
38	35	1
38	36	2
38	37	2
38	42	1
38	45	1
38	64	1
38	65	2
38	66	1
38	72	2
38	75	2
38	76	2
38	84	1
39	32	2
39	40	3
39	42	2
39	44	3
39	45	2
39	47	2
39	48	1
39	50	2
39	51	2
39	71	2
39	73	1
39	77	2
39	78	2
39	79	3
39	80	1
39	81	3
39	82	1
39	83	2
39	86	1
39	87	1
39	88	2
39	89	2
39	90	1
39	91	2
39	92	1
39	93	2
39	94	1
40	13	1
40	15	1
40	21	1
40	39	3
40	41	2
40	42	2
40	43	2
40	44	2
40	45	2
40	46	1
40	51	1
40	71	2
40	73	1
40	77	2
40	78	1
40	79	3
40	80	1
40	81	3
40	82	1
40	83	2
40	86	1
40	87	1
40	88	2
40	89	1
40	90	1
40	91	1
40	93	2
41	11	1
41	12	1
41	13	1
41	14	1
41	15	1
41	21	1
41	34	1
41	36	1
41	39	2
41	40	3
41	42	2
41	43	2
41	44	3
41	45	3
41	46	1
41	68	1
41	71	1
41	73	1
41	77	2
41	78	2
41	79	3
41	80	2
41	81	3
41	82	2
41	83	2
41	86	1
41	87	1
41	88	2
42	3	1
42	6	1
42	11	1
42	14	1
42	15	1
42	16	1
42	17	1
42	21	2
42	27	1
42	28	1
42	32	2
42	33	1
42	34	2
42	35	1
42	36	1
42	37	1
42	38	1
42	39	3
42	40	3
42	41	2
42	44	2
42	45	1
42	47	3
42	48	1
42	51	1
42	54	2
42	55	1
42	57	2
42	58	1
42	64	1
42	66	2
42	71	2
42	77	1
42	78	2
42	79	3
42	81	3
42	82	2
42	85	1
42	86	2
42	87	1
42	88	2
42	91	2
43	3	1
43	6	1
43	11	1
43	13	1
43	14	2
43	15	3
43	16	1
43	17	1
43	21	2
43	27	1
43	28	2
43	29	1
43	30	1
43	31	1
43	32	2
43	33	1
43	34	2
43	35	1
43	36	1
43	37	1
43	38	1
43	40	1
43	41	3
43	44	2
43	45	1
43	47	2
43	48	3
43	51	1
43	54	2
43	55	2
43	57	1
43	58	1
43	64	1
43	65	2
43	66	2
43	67	2
43	70	2
43	71	3
43	72	1
43	73	1
43	74	1
43	76	1
43	77	2
43	78	1
43	79	3
43	80	1
43	81	2
43	82	1
43	83	1
43	84	1
43	85	1
43	86	2
43	87	1
43	88	1
43	91	1
44	33	1
44	34	1
44	35	2
44	36	1
44	37	1
44	38	2
44	39	1
44	40	3
44	41	2
44	42	2
44	43	2
44	45	2
44	46	2
44	65	1
44	68	1
44	72	1
44	77	1
44	79	1
44	80	1
44	81	1
44	82	1
44	83	1
44	84	1
44	86	1
44	87	1
44	88	1
44	89	1
44	90	1
44	91	2
44	92	1
44	93	3
44	94	2
45	11	2
45	12	2
45	13	2
45	14	1
45	19	2
45	21	2
45	32	3
45	33	1
45	34	1
45	35	1
45	36	1
45	37	1
45	38	1
45	39	1
45	40	3
45	41	2
45	42	2
45	43	2
45	44	3
45	46	2
45	47	1
45	48	1
45	49	1
45	51	1
45	65	1
45	66	2
45	68	2
45	69	2
45	71	2
45	72	1
45	77	1
45	79	1
45	80	1
45	81	1
45	82	1
45	83	2
45	84	1
45	86	1
45	91	1
45	92	2
45	93	3
45	94	2
46	11	2
46	12	2
46	19	2
46	40	2
46	41	1
46	44	2
46	45	2
46	47	2
46	48	1
46	51	2
46	68	3
46	72	1
46	77	1
46	78	1
46	79	1
46	80	1
46	82	1
46	83	1
46	84	1
46	86	1
46	87	1
46	91	2
46	92	3
46	93	3
46	94	3
47	3	1
47	4	1
47	5	1
47	6	1
47	11	1
47	12	1
47	13	1
47	16	1
47	17	2
47	19	2
47	21	1
47	22	1
47	23	1
47	24	1
47	25	1
47	26	1
47	27	1
47	28	2
47	32	2
47	35	1
47	39	2
47	40	2
47	41	1
47	42	3
47	43	1
47	44	2
47	45	2
47	46	1
47	48	3
47	49	2
47	50	2
47	51	3
47	52	2
47	55	1
47	57	2
47	58	2
47	64	2
47	66	2
47	67	3
47	68	1
47	70	1
47	71	2
47	72	1
47	78	2
47	79	1
47	81	1
47	82	1
47	83	1
47	84	1
47	86	1
47	87	2
47	88	1
47	89	2
47	90	2
47	91	2
48	3	1
48	4	1
48	5	1
48	6	1
48	11	1
48	12	1
48	14	2
48	15	2
48	16	1
48	17	2
48	21	2
48	22	3
48	23	1
48	24	1
48	25	1
48	26	1
48	27	1
48	28	1
48	32	1
48	35	1
48	39	2
48	40	2
48	41	1
48	42	1
48	43	3
48	44	2
48	45	1
48	46	1
48	47	3
48	49	2
48	51	2
48	55	1
48	57	2
48	58	2
48	64	2
48	66	2
48	67	3
48	68	1
48	70	1
48	71	2
48	72	1
48	79	1
48	81	1
48	82	1
48	83	1
48	84	1
48	86	1
48	87	2
48	88	1
48	89	2
48	90	2
48	91	2
49	11	1
49	12	1
49	39	1
49	40	1
49	44	1
49	45	2
49	47	2
49	48	2
49	51	3
49	68	3
49	72	1
49	77	1
49	80	1
49	82	1
49	83	1
49	84	2
49	85	2
49	87	2
49	89	1
49	90	1
49	91	2
49	92	2
49	93	1
49	94	2
50	11	1
50	12	1
50	39	3
50	40	2
50	41	1
50	42	2
50	43	1
50	44	1
50	45	1
50	46	2
50	49	2
50	51	2
50	89	2
50	90	2
50	91	3
50	92	1
50	93	2
51	11	2
51	12	2
51	32	1
51	39	3
51	40	2
51	44	1
51	45	1
51	46	1
51	47	3
51	48	2
51	49	2
51	50	2
51	52	3
51	68	1
51	78	1
51	79	1
51	81	1
51	83	1
51	85	1
51	87	2
51	89	2
51	90	2
51	91	3
51	92	2
51	93	2
51	94	3
52	47	1
52	49	2
52	50	2
52	51	3
52	91	3
53	16	3
53	18	2
53	19	3
53	20	2
53	21	1
54	16	2
54	17	3
54	18	2
54	19	2
54	20	2
54	21	2
54	22	2
54	42	2
54	43	2
55	17	3
55	19	2
55	20	2
55	21	2
55	22	2
55	42	1
55	43	2
55	47	1
55	48	1
56	17	3
56	22	1
57	14	1
57	16	1
57	17	3
57	18	1
57	19	2
57	20	2
57	21	2
57	22	3
57	42	2
57	43	1
57	47	2
57	48	2
58	3	1
58	5	1
58	6	1
58	14	2
58	16	3
58	17	2
58	18	2
58	19	2
58	20	2
58	21	3
58	22	2
58	26	1
58	27	2
58	28	2
58	34	1
58	42	1
58	43	1
58	47	2
58	48	2
59	0	3
59	1	3
59	4	1
60	0	3
60	1	3
60	2	2
61	0	2
61	1	2
61	2	2
61	3	2
61	4	2
61	5	1
61	7	2
61	8	2
61	9	2
61	11	2
61	12	1
61	13	2
61	15	2
62	0	1
62	1	2
62	2	2
62	3	1
62	4	2
62	5	2
62	9	2
63	0	2
63	1	2
63	2	2
63	3	1
63	4	2
63	5	2
63	9	2
63	10	1
63	12	1
64	3	2
64	14	2
64	16	1
64	17	1
64	18	2
64	21	1
64	23	1
64	24	1
64	25	1
64	26	1
64	27	1
64	28	3
64	33	3
64	34	3
64	35	2
64	36	2
64	37	1
64	38	1
64	42	1
64	43	1
64	47	2
64	48	2
65	6	1
65	14	2
65	16	2
65	17	1
65	18	2
65	19	2
65	20	2
65	21	2
65	26	1
65	27	2
65	28	2
65	30	2
65	33	2
65	37	2
65	38	2
65	43	2
65	44	1
65	45	1
66	3	1
66	4	1
66	5	1
66	6	2
66	8	1
66	14	3
66	16	1
66	17	2
66	18	2
66	19	1
66	20	1
66	21	2
66	22	2
66	28	2
66	31	1
66	34	1
66	37	1
66	38	1
66	42	2
66	43	2
66	45	2
66	47	2
66	48	2
67	3	2
67	5	1
67	6	2
67	14	3
67	28	3
67	43	2
67	47	3
67	48	3
68	5	2
68	10	2
68	13	2
68	30	1
68	32	1
68	33	1
68	34	1
68	36	2
68	41	1
68	44	1
68	45	2
68	46	3
68	47	1
68	48	1
68	49	3
68	51	1
69	0	2
69	1	2
69	2	2
69	3	1
69	4	3
69	5	3
69	7	2
69	8	1
69	9	2
69	10	2
69	11	2
69	12	2
69	13	2
69	14	1
69	21	1
69	35	2
69	36	2
69	45	2
70	2	2
70	3	3
70	4	2
70	5	2
70	6	2
70	7	2
70	8	2
70	9	2
70	10	2
70	11	2
70	12	2
70	13	1
70	14	2
70	15	2
70	21	1
70	27	1
70	28	1
70	43	2
70	47	1
70	48	1
71	3	2
71	4	1
71	5	1
71	6	2
71	14	3
71	17	2
71	21	2
71	22	1
71	27	1
71	28	1
71	31	2
71	32	2
71	35	1
71	36	1
71	39	2
71	40	2
71	41	1
71	42	2
71	43	3
71	45	2
71	47	2
71	48	2
72	0	1
72	1	1
72	2	2
72	3	1
72	4	2
72	5	2
72	9	2
72	10	2
72	11	2
72	12	2
72	13	2
72	35	1
72	36	2
72	37	2
72	38	2
72	43	1
72	44	1
72	45	1
72	46	1
72	47	1
72	48	1
72	49	1
73	13	3
73	17	2
73	27	1
73	28	1
73	33	1
73	34	1
73	35	2
73	36	2
73	39	1
73	40	1
73	41	1
73	43	1
74	17	2
74	23	2
74	24	2
74	26	2
74	27	1
74	28	1
74	29	1
74	30	2
74	33	1
74	34	2
74	35	3
74	36	2
74	43	1
75	23	3
75	24	3
75	25	3
75	26	3
75	27	3
75	28	1
75	29	1
75	30	1
75	33	2
75	37	2
75	38	2
76	14	1
76	23	3
76	24	3
76	25	3
76	26	3
76	27	3
76	28	1
76	29	1
76	30	1
76	34	1
76	37	2
76	38	2
76	43	1
77	3	2
77	4	1
77	5	1
77	9	1
77	10	1
77	11	1
77	12	1
77	13	2
77	14	1
77	23	2
77	24	2
77	25	2
77	26	2
77	27	1
77	28	2
77	29	3
77	30	3
77	31	2
77	32	3
77	33	3
77	34	3
77	35	2
77	36	2
77	39	2
77	40	2
77	41	2
77	42	1
77	43	2
77	44	1
77	45	1
77	46	1
77	49	1
78	31	2
78	39	2
78	40	1
78	41	2
78	42	2
78	43	1
78	46	1
78	47	2
78	51	1
79	13	1
79	14	2
79	17	2
79	18	2
79	22	1
79	25	2
79	27	1
79	28	2
79	29	3
79	30	3
79	31	2
79	32	3
79	33	1
79	34	1
79	39	3
79	40	3
79	41	3
79	42	3
79	43	3
79	44	1
79	45	1
79	46	1
79	47	1
79	48	1
79	51	1
80	31	1
80	32	1
80	35	1
80	39	1
80	40	1
80	41	2
80	43	1
80	44	1
80	45	1
80	46	1
80	49	1
81	14	1
81	17	1
81	21	1
81	24	1
81	27	1
81	28	1
81	31	2
81	32	2
81	39	3
81	40	3
81	41	3
81	42	3
81	43	2
81	44	1
81	45	1
81	47	1
81	48	1
81	51	1
82	1	1
82	3	1
82	4	1
82	5	1
82	6	1
82	11	1
82	12	1
82	13	1
82	14	1
82	17	1
82	18	1
82	19	1
82	20	1
82	23	1
82	24	1
82	25	1
82	26	1
82	27	1
82	28	1
82	29	2
82	30	1
82	31	2
82	32	2
82	33	1
82	34	1
82	36	1
82	39	1
82	40	1
82	41	2
82	42	2
82	43	1
82	44	1
82	45	1
82	46	1
82	47	1
82	48	1
82	49	1
83	1	1
83	2	1
83	3	1
83	4	1
83	5	1
83	6	1
83	7	1
83	8	1
83	9	1
83	10	1
83	11	1
83	12	1
83	13	1
83	14	1
83	21	1
83	23	1
83	24	1
83	25	1
83	26	1
83	27	1
83	28	1
83	29	1
83	30	1
83	31	1
83	32	2
83	33	1
83	34	1
83	35	1
83	36	1
83	39	2
83	40	2
83	41	2
83	43	1
83	44	1
83	45	2
83	46	1
83	47	1
83	48	1
83	49	1
83	51	1
84	0	1
84	1	1
84	2	1
84	3	1
84	4	1
84	5	2
84	6	1
84	7	1
84	8	1
84	9	1
84	10	1
84	11	1
84	12	2
84	13	2
84	14	1
84	21	1
84	23	1
84	24	1
84	25	1
84	26	1
84	27	1
84	28	1
84	29	1
84	30	1
84	31	1
84	32	2
84	33	1
84	34	1
84	35	1
84	36	1
84	37	1
84	38	1
84	43	1
84	44	1
84	45	1
84	46	1
84	47	1
84	48	1
84	49	2
85	1	1
85	2	1
85	3	1
85	4	1
85	5	1
85	6	1
85	7	1
85	8	1
85	11	1
85	12	1
85	13	1
85	14	1
85	27	1
85	29	1
85	30	1
85	31	1
85	32	1
85	33	1
85	35	1
85	36	1
85	42	1
85	43	1
85	49	2
85	51	1
86	5	1
86	6	1
86	13	1
86	14	1
86	17	1
86	18	1
86	23	1
86	24	1
86	25	1
86	26	1
86	27	1
86	28	1
86	29	1
86	30	1
86	31	1
86	32	1
86	34	1
86	36	1
86	39	1
86	40	1
86	41	1
86	42	2
86	43	2
86	44	1
86	45	1
86	46	1
86	47	1
86	48	1
87	14	1
87	17	1
87	29	1
87	30	1
87	31	1
87	32	1
87	39	1
87	40	1
87	41	1
87	42	1
87	43	1
87	44	1
87	46	1
87	47	2
87	48	2
87	49	2
87	51	2
88	39	2
88	40	2
88	41	2
88	42	2
88	43	1
88	44	1
88	47	1
88	48	1
89	39	2
89	40	1
89	44	1
89	47	2
89	48	2
89	49	1
89	50	2
89	51	2
90	39	1
90	40	1
90	44	1
90	47	2
90	48	2
90	49	1
90	50	2
90	51	2
91	32	1
91	39	2
91	40	1
91	42	2
91	43	1
91	44	2
91	45	1
91	46	2
91	47	2
91	48	2
91	49	2
91	50	3
91	51	3
91	52	3
92	32	1
92	39	1
92	44	1
92	45	2
92	46	3
92	49	2
92	50	1
92	51	2
93	32	1
93	39	2
93	40	2
93	44	3
93	45	3
93	46	3
93	49	1
93	50	2
93	51	2
94	32	1
94	39	1
94	44	2
94	45	2
94	46	3
94	49	2
94	51	3
